authors,bbox,creators,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,featureTypeRef,connectsWith,featureTypes,geoContext,hasConnectionsWith,DeltaAge,featureTypeRef1
"Becker, J.","25.0090228, 35.2949735, 25.0090228, 35.2949735",jbecker,Location based on OpenStreetMap,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [25.0090228, 35.2949735]}",location-of-sklavokampos,precise,representative,-1000,-2000,35.2949735,"35.2949735,25.0090228",25.0090228,,2,2nd-millenium-bce,"-2000.0,-1000.0",OSM location of Sklavokampos,architecturalcomplex,,unlocated,Barrington Atlas grid 35 Unlocated,,1000,"amphitheatre,theatre,"
"Mckee, G.","69.2779149, 34.3921861, 69.2791862, 34.393253",gmckee,"Polygon representing the location of the Guldara Stupa and monastery site, derived from an OpenStreetMap Way after CENTCOM Afghanistan.","abbey,temple-2","{""type"": ""Polygon"", ""coordinates"": [[[69.2783118, 34.3921861], [69.2779149, 34.3924163], [69.2784299, 34.3929696], [69.2787732, 34.393253], [69.2791862, 34.3930051], [69.278859, 34.3926377], [69.2783118, 34.3921861]]]}",guldara-stupa,precise,representative,199,100,34.39271698,"34.3927169841,69.2785505338",69.27855053,,S,second-ce,"100.0,199.0",OSM location of Guldara Stupa,"abbey,temple-2",,unlocated,Barrington Atlas grid 35 Unlocated,,99,"architecturalcomplex,"
"Becker, J.","19.4451802, 41.3123828, 19.4451802, 41.3123828",jbecker,position based on OSM coordinates,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [19.4451802, 41.3123828]}",location-of-roman-amphitheater,precise,representative,300,-30,41.3123828,"41.3123828,19.4451802",19.4451802,,R,roman,"-30.0,300.0",location of Roman amphitheater,amphitheatre,,unlocated,Barrington Atlas grid 35 Unlocated,,330,"abbey,temple-2,"
"Gillies, S.","12.06, 44.11, 12.06, 44.11",sgillies,On the Bedesis fl. in the foothills of the Apennine Mountains. This location captured from Barrington Atlas and is approximate.,"aqueduct,","{""type"": ""Point"", ""coordinates"": [12.06, 44.11]}",source,precise,representative,640,-30,44.11,"44.11,12.06",12.06,,RL,"roman,late-antique","-30.0,640.0",Source,aqueduct,"552,679,552,678,177,000,000,000,000,000",settlement,Sart,66376536,670,"amphitheatre,"
"Elliott, T., J. Becker","35.8945305, 37.2438336, 35.8949811, 37.2443525",thomase,Location based on OpenStreetMap,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[35.8947209, 37.2438336], [35.8945654, 37.2438977], [35.8945439, 37.2439746], [35.8945305, 37.2440813], [35.8945493, 37.2442927], [35.8946163, 37.2443354], [35.8947424, 37.2443525], [35.894847, 37.2443397], [35.8949328, 37.2442564], [35.8949811, 37.2439297], [35.8948604, 37.2438379], [35.8947209, 37.2438336]]]}",osm-location-of-amphitheater-of-anazarbos,precise,representative,300,-30,37.24408948,"37.2440894774,35.8947473372",35.89474734,,R,roman,"-30.0,300.0",OSM Location of Amphitheater of Anazarbos,amphitheatre,,settlement,"Sigri, on Lesbos GRE",,330,"aqueduct,"
"Becker, J., T. Elliott","77.1855011, 28.524401, 77.1855011, 28.524401",jbecker,Representative point derived from an OpenStreetMap node.,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [77.1855011, 28.524401]}",osm-location,precise,representative,,,28.524401,"28.524401,77.1855011",77.1855011,,,,,OSM Location of Qutb Minar,architecturalcomplex,"550,565,550,944","sanctuary, settlement, temple-2","KÃ¼lahlÄ±, GÃ¼lpÄ±nar",,0,"amphitheatre,"
"Becker, J.","-0.09245, 51.5156317, -0.09245, 51.5156317",jbecker,Representative location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [-0.09245, 51.5156317]}",location-of-roman-amphitheater-at-guildhall,precise,representative,300,-30,51.5156317,"51.5156317,-0.09245",-0.09245,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater at Guildhall,amphitheatre,,people,Barrington Atlas grid 85 D2,,330,"architecturalcomplex,"
"Becker, J., R. Horne","15.0064509, 40.4220726, 15.0064509, 40.4220726",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [15.0064509, 40.4220726]}",location-of-amphitheater,precise,representative,300,-30,40.4220726,"40.4220726,15.0064509",15.0064509,,R,roman,"-30.0,300.0",OSM location of amphitheater,amphitheatre,884130,river,Volga,"398,214,850,997,535,000",330,"amphitheatre,"
"Vitale, V., J. Becker","21.8578913, 32.8180895, 21.8578913, 32.8180895",vvitale,"Representative OpenStreetMap location of the Caesareum, on the east end of the Acropolis ridge in Cyrene (Libya).","architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [21.8578913, 32.8180895]}",caesareum,precise,representative,640,-30,32.8180895,"32.8180895,21.8578913",21.8578913,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of the so-called Caesareum in Cyrene,architecturalcomplex,,unlocated,Barrington Atlas grid 85 Unlocated,,670,"amphitheatre,"
"Vitale, V., J. Prag, J. Becker","13.8225455, 37.9710806, 13.8225455, 37.9710806",vvitale,"OpenStreetMap location of the ruins of the so called Temenos of Athena in the archaeological site of Himera, Sicily.","architecturalcomplex,wall,sanctuary,","{""type"": ""Point"", ""coordinates"": [13.8225455, 37.9710806]}",agora,precise,representative,-550,-750,37.9710806,"37.9710806,13.8225455",13.8225455,,A,archaic,"-750.0,-550.0",OSM location of the Temenos of Athena,"architecturalcomplex,wall,sanctuary",,unlocated,river,,200,"architecturalcomplex,"
"Becker, J.","14.8178402, 40.9155746, 14.8178402, 40.9155746",jbecker,Location based on OpenStreetMap,"aqueduct,","{""type"": ""Point"", ""coordinates"": [14.8178402, 40.9155746]}",location-of-serino-aqueduct,precise,representative,300,-30,40.9155746,"40.9155746,14.8178402",14.8178402,,R,roman,"-30.0,300.0",OSM location of Acquedotto di Serino,aqueduct,,unlocated,S England,,330,"architecturalcomplex,wall,sanctuary,"
"Becker, J.","-6.2929619, 36.5286396, -6.2929619, 36.5286396",jbecker,Location based on OpenStreetMap,"arch,","{""type"": ""Point"", ""coordinates"": [-6.2929619, 36.5286396]}",location-of-arco-de-los-blanco,precise,representative,300,-30,36.5286396,"36.5286396,-6.2929619",-6.2929619,,R,roman,"-30.0,300.0",location of Arco de los Blanco,arch,,unlocated,Derbyshire,,330,"aqueduct,"
"Becker, J.","-5.6495318, 37.4690557, -5.6495318, 37.4690557",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [-5.6495318, 37.4690557]}",location-of-roman-amphitheater,precise,representative,300,-30,37.4690557,"37.4690557,-5.6495318",-5.6495318,"extant remains, amphitheater",R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,unlocated,Monmouth/Gloucester,,330,"arch,"
"Becker, J.","20.7286954, 39.0111619, 20.7286954, 39.0111619",jbecker,Representative location based on OpenStreetMap.,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [20.7286954, 39.0111619]}",bouleuterion,precise,representative,300,-30,39.0111619,"39.0111619,20.7286954",20.7286954,,R,roman,"-30.0,300.0",OSM location of Î’Î¿Ï…Î»ÎµÏ…Ï„Î®ÏÎ¹Î¿,architecturalcomplex,83058,"unlocated, settlement, fort",Devon,,330,"amphitheatre,"
"Horne, R.","31.46301, 41.32305, 31.46301, 41.32305",rmhorne,AWMC representative point approximately mid-length for unnamed aqueduct (Heraclea) at 1 : 1 million scale,"aqueduct,","{""type"": ""Point"", ""coordinates"": [31.46301, 41.32305]}",awmc-representative-position-for-unnamed-aqueduct-heraclea,precise,representative,300,-30,41.32305,"41.32305,31.46301",31.46301,,R,roman,"-30.0,300.0",AWMC Representative Position for unnamed aqueduct (Heraclea),aqueduct,,numbered feature,Voykovo 12 UKR,,330,"architecturalcomplex,"
"Becker, J., B. M Crowther, T. Elliott","4.8047521, 44.1421965, 4.8047521, 44.1421965","jbecker, bcrowther",A triumphal arch most likely built during the reign of Augustus to honor veterans of the Gallic Wars and Legio II Augusta. Location based on OpenStreetMap. ,"arch,","{""type"": ""Point"", ""coordinates"": [4.8047521, 44.1421965]}",location-of-triumphal-arch-of-orange,precise,representative,300,-30,44.1421965,"44.1421965,4.8047521",4.8047521,,R,roman,"-30.0,300.0",location of Triumphal Arch of Orange,arch,,settlement,Azak?,,330,"aqueduct,"
"Becker, J.","31.1677002, 36.9436105, 31.1689136, 36.9446491",jbecker,Representative location based on OpenStreetMap.,aqueduct,"{""type"": ""Polygon"", ""coordinates"": [[[31.1688815, 36.9436105], [31.1677228, 36.9442321], [31.1677002, 36.9446471], [31.1677578, 36.9446491], [31.1689136, 36.9436487], [31.1688815, 36.9436105]]]}",osm-location-of-aqueduct,precise,representative,300,-30,36.94406124,"36.9440612443,31.1681880845",31.16818808,,R,roman,"-30.0,300.0",OSM location of Aqueduct,aqueduct,,fort,Mechka BUL,,330,"arch,"
"Becker, J.","31.1675958, 36.945775, 31.1676964, 36.9465683",jbecker,Representative location based on OpenStreetMap.,aqueduct,"{""type"": ""Polygon"", ""coordinates"": [[[31.1676388, 36.945775], [31.1675958, 36.9465663], [31.1676533, 36.9465683], [31.1676964, 36.945777], [31.1676388, 36.945775]]]}",osm-location-of-second-aqueduct-segment,precise,representative,300,-30,36.94617163,"36.9461716267,31.1676460764",31.16764608,,R,roman,"-30.0,300.0",OSM location of second Aqueduct segment,aqueduct,,"settlement, fort",IgliÅ£a,,330,"aqueduct,"
"Novotny, J.","43.151983, 36.3573924, 43.151983, 36.3573924",jnovotny,Location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [43.151983, 36.3573924]}",osm-location-of-the-palace-of-sennacherib,precise,representative,-540,-720,36.3573924,"36.3573924,43.151983",43.151983,ANE,N,neo-assyrian-babylonian-middle-east,"-720.0,-540.0",OSM location of the Palace of Sennacherib,architecturalcomplex,,unlocated,Barrington Atlas grid 22 Unlocated,,180,"aqueduct,"
"Novotny, J., J. Becker","43.1525081, 36.3613028, 43.1525081, 36.3613028",jnovotny,Representative location based on OpenStreetMap.,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [43.1525081, 36.3613028]}",osm-location-of-the-palace-of-ashurbanipal,precise,representative,-540,-1000,36.3613028,"36.3613028,43.1525081",43.1525081,ANE,EN,"early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east","-1000.0,-540.0",OSM location of the Palace of Ashurbanipal,architecturalcomplex,,unlocated,near Abritus,,460,"architecturalcomplex,"
"Becker, J., T. Elliott","15.0056518, 40.4221337, 15.0056518, 40.4221337",jbecker,Representative location based on OpenStreetMap.,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [15.0056518, 40.4221337]}",location-of-comitium,precise,representative,300,-330,40.4221337,"40.4221337,15.0056518",15.0056518,,HR,"hellenistic-republican,roman","-330.0,300.0",OSM location of so-called Comitium,architecturalcomplex,,"unlocated, river",river,,630,"architecturalcomplex,"
"Becker, J.","14.779208, 41.132522, 14.779208, 41.132522",jbecker,"Coordinates following GeoHack, verified in Google Earth 2013.","arch,","{""type"": ""Point"", ""coordinates"": [14.779208, 41.132522]}",arch-of-trajan,precise,representative,300,-30,41.132522,"41.132522,14.779208",14.779208,,R,roman,"-30.0,300.0",Imagery location of Arch of Trajan,arch,,unlocated,Moesia II,,330,"architecturalcomplex,"
"Varveri, A., J. Becker","14.4851592, 40.7486994, 14.4851592, 40.7486994",avarveri,Location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [14.4851592, 40.7486994]}",edifici-amministrazione-pubblica,precise,representative,300,-330,40.7486994,"40.7486994,14.4851592",14.4851592,,HR,"hellenistic-republican,roman","-330.0,300.0","OSM location of so-called ""Edifici amministrazione pubblica""",architecturalcomplex,,unlocated,near Novae,,630,"arch,"
"Becker, J.","12.516629, 41.8877968, 12.5176697, 41.888248",jbecker,Representative location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[12.5176053, 41.8877968], [12.5167148, 41.8880843], [12.516629, 41.8881342], [12.5167068, 41.888248], [12.5176697, 41.8878427], [12.5176053, 41.8877968]]]}",osm-location-of-tempio-di-venere-e-cupido,precise,representative,640,-30,41.88801607,"41.8880160736,12.517138676",12.51713868,,RL,"roman,late-antique","-30.0,640.0",OSM location of Tempio di Venere e Cupido,architecturalcomplex,,settlement,Moesia II,,670,"architecturalcomplex,"
"Becker, J.","12.492269, 41.890169, 12.492269, 41.890169",jbecker,verified in Google Earth 2013.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [12.492269, 41.890169]}",centerpoint-of-amphitheatrum-flavium,precise,representative,640,-30,41.890169,"41.890169,12.492269",12.492269,,RL,"roman,late-antique","-30.0,640.0",centerpoint of Amphitheatrum Flavium,amphitheatre,,unlocated,Thrace,,670,"architecturalcomplex,"
"Becker, J.","12.4904941, 41.889892, 12.4904941, 41.889892",jbecker,Location based on OpenStreetMap,"arch,","{""type"": ""Point"", ""coordinates"": [12.4904941, 41.889892]}",location-of-arch-of-constantine,precise,representative,640,300,41.889892,"41.889892,12.4904941",12.4904941,,L,late-antique,"300.0,640.0",location of Arch of Constantine (northwest corner),arch,,unlocated,Haemimontus,,340,"amphitheatre,"
"Becker, J.","11.2595198, 43.7687303, 11.2595198, 43.7687303",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [11.2595198, 43.7687303]}",location-of-roman-amphitheater,precise,representative,300,-30,43.7687303,"43.7687303,11.2595198",11.2595198,amphitheater,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,settlement,Bir-Merouane,,330,"arch,"
"Diffendale, D., J. Becker","22.683053, 37.411888, 22.683215, 37.41229",diffenda,"An aqueduct bridge crossing a small ravine, built of brick and now encrusted with stalactites.",aqueduct,"{""type"": ""LineString"", ""coordinates"": [[22.683053, 37.41229], [22.683215, 37.411888]]}",location-of-roman-aqueduct-bridge,precise,representative,300,-30,37.412089,"37.412089,22.683134",22.683134,,R,roman,"-30.0,300.0",Imagery location of Roman aqueduct bridge,aqueduct,,settlement,C-16-I,,330,"amphitheatre,"
"Becker, J.","-6.046833, 37.4438807, -6.046833, 37.4438807",jbecker,"The amphitheater of Italica, built in the second century A.D., was one of the largest in the Roman world and could accommodate an estimated 25,000 spectators. Coordinates following GeoHack, verified in Google Earth.",amphitheatre,"{""type"": ""Point"", ""coordinates"": [-6.046833, 37.4438807]}",roman-amphitheater-of-italica,precise,representative,300,-30,37.4438807,"37.4438807,-6.046833",-6.046833,,R,roman,"-30.0,300.0",Imagery location of Roman amphitheater of Italica,amphitheatre,,river,Oued-bou-Zenna,,330,"aqueduct,"
"Becker, J.","-6.0476304, 37.4432365, -6.0458601, 37.4444206",jbecker,Location based on OpenStreetMap,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[-6.0468472, 37.4432365], [-6.0471368, 37.4433132], [-6.0474802, 37.4434239], [-6.0475982, 37.4436539], [-6.0476304, 37.4439521], [-6.0475445, 37.444182], [-6.0471261, 37.4444206], [-6.0467506, 37.4444206], [-6.0462069, 37.4443864], [-6.0459138, 37.4440798], [-6.0458601, 37.4437476], [-6.0460103, 37.4434069], [-6.0463536, 37.4432621], [-6.0468472, 37.4432365]]]}",osm-location-of-anfiteatro,precise,representative,300,-30,37.44383753,"37.4438375267,-6.04674501248",-6.046745012,,R,roman,"-30.0,300.0",OSM location of Anfiteatro,amphitheatre,,settlement,Sidi-Tabet,,330,"amphitheatre,"
"Becker, J.","13.0144392, 43.8431286, 13.0144392, 43.8431286",jbecker,Location based on OpenStreetMap,arch,"{""type"": ""Point"", ""coordinates"": [13.0144392, 43.8431286]}",location-of-arch-of-augustus,precise,representative,300,-30,43.8431286,"43.8431286,13.0144392",13.0144392,,R,roman,"-30.0,300.0",OSM location of Arch of Augustus,arch,,villa,Henchir-bou-Ahmed or Henchir R'ao,468348714,330,"amphitheatre,"
"Becker, J.","13.5064125, 43.6251939, 13.5065382, 43.6253277",jbecker,Representative location based on OpenStreetMap.,arch,"{""type"": ""Polygon"", ""coordinates"": [[[13.5065001, 43.6251939], [13.5064125, 43.6252085], [13.5064505, 43.6253277], [13.5065382, 43.625313], [13.5065197, 43.625255], [13.5065001, 43.6251939]]]}",osm-location-of-arco-di-traiano,precise,representative,300,-30,43.62526079,"43.6252607882,13.5064753359",13.50647534,,R,roman,"-30.0,300.0",OSM location of Arco di Traiano,arch,,settlement,Henchir-Msaadine,,330,"arch,"
"Becker, J., R. Horne","4.0297477, 49.2605591, 4.0297477, 49.2605591",jbecker,Representative location based on OpenStreetMap.,"arch,","{""type"": ""Point"", ""coordinates"": [4.0297477, 49.2605591]}",location-of-porte-de-mars,precise,,1453,-30,49.2605591,"49.2605591,4.0297477",4.0297477,,RM,"roman-early-empire-late-antique,mediaeval-byzantine","-30.0,1453.0",OSM location of Porte de Mars,arch,,settlement,Djebel Mansour,,1483,"arch,"
"Becker, J.","-4.7941936, 37.886874, -4.7941936, 37.886874",jbecker,Location based on OpenStreetMap,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [-4.7941936, 37.886874]}",osm-location-of-conjunto-arqueologico-de,precise,representative,640,300,37.886874,"37.886874,-4.7941936",-4.7941936,,L,late-antique,"300.0,640.0",OSM location of Conjunto ArqueolÃ³gico de Cercadillas,architecturalcomplex,,settlement,Henchir-el-Abiod,,340,"arch,"
"Becker, J.","21.2196328, 44.7384801, 21.2196328, 44.7384801",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [21.2196328, 44.7384801]}",location-of-roman-amphitheater,precise,representative,300,-30,44.7384801,"44.7384801,21.2196328",21.2196328,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,villa,Henchir-Gastlaia,,330,"architecturalcomplex,"
"Becker, J.","13.823597, 41.4825511, 13.823597, 41.4825511",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [13.823597, 41.4825511]}",loation-of-roman-amphitheater,precise,representative,300,-30,41.4825511,"41.4825511,13.823597",13.823597,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,settlement,Henchir-Guennara,,330,"amphitheatre,"
"Becker, J.","10.280644, 45.9438129, 10.280644, 45.9438129",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [10.280644, 45.9438129]}",location-of-roman-amphitheater,precise,representative,300,-30,45.9438129,"45.9438129,10.280644",10.280644,,R,roman,"-30.0,300.0",location of Roman amphitheater,amphitheatre,,settlement,Henchir-Halloufa,,330,"amphitheatre,"
"Becker, J.","10.1686195, 36.6081805, 10.1698516, 36.6090504",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[10.1690755, 36.6081805], [10.1689459, 36.6081981], [10.1688504, 36.6082303], [10.1687712, 36.6082744], [10.1687228, 36.6083256], [10.1686846, 36.608369], [10.1686526, 36.6084198], [10.168634, 36.6084734], [10.1686195, 36.6085415], [10.1686293, 36.6086257], [10.1686647, 36.6087169], [10.1687188, 36.6087924], [10.1687947, 36.6088692], [10.1688832, 36.6089271], [10.1690006, 36.6089851], [10.1691002, 36.6090167], [10.1692389, 36.6090417], [10.1693636, 36.6090504], [10.1694558, 36.6090469], [10.1695533, 36.6090302], [10.1696273, 36.6090068], [10.1696982, 36.6089698], [10.169757, 36.6089217], [10.1698159, 36.6088471], [10.1698367, 36.6087944], [10.1698493, 36.6087383], [10.1698516, 36.608669], [10.1698309, 36.6085894], [10.1698072, 36.6085345], [10.1697592, 36.6084608], [10.1696771, 36.608387], [10.1695992, 36.6083231], [10.169524, 36.6082766], [10.1694292, 36.6082362], [10.169319, 36.6082029], [10.1692153, 36.6081863], [10.1690755, 36.6081805]]]}",osm-location-of-amphitheatre-of-uthina,precise,representative,300,-30,36.60861342,"36.6086134158,10.1692296253",10.16922963,,R,roman,"-30.0,300.0",OSM location of Amphitheatre of Uthina,amphitheatre,,villa,Henchir-Ksour-Abbeda,,330,"amphitheatre,"
"Becker, J.","14.0563637, 40.8424821, 14.0563637, 40.8424821",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [14.0563637, 40.8424821]}",location-of-roman-amphitheater,precise,representative,300,-30,40.8424821,"40.8424821,14.0563637",14.0563637,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,settlement,Henchir-Menzel-Yahia,,330,"amphitheatre,"
