authors,bbox,creators,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,featureTypeRef,connectsWith,featureTypes,geoContext,hasConnectionsWith,DeltaAge,featureTypeRef1
"Ã…hlfeldt, J.","-4.518296, 38.646441, -4.518296, 38.646441",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [-4.518296, 38.646441]}",dare-location,precise,representative,640,-330,38.646441,"38.646441,-4.518296",-4.518296,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,,river,Serpis,,970,"settlement,"
"Becker, J.","-2.587019, 36.7920128, -2.587019, 36.7920128",jbecker,Location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [-2.587019, 36.7920128]}",osm-location,precise,representative,300,-30,36.7920128,"36.7920128,-2.587019",-2.587019,,R,roman,"-30.0,300.0",OSM location,settlement,,settlement,"Galera, 22 miles NE Baza",,330,"settlement,"
"Ã…hlfeldt, J.","-2.147484, 39.813222, -2.147484, 39.813222",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [-2.147484, 39.813222]}",dare-location,precise,representative,640,-330,39.813222,"39.813222,-2.147484",-2.147484,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,,settlement,Villarrodrigo,,970,"settlement,"
"JesÃºs Redondo, M., J. Becker","-1.4442792, 40.4072825, -1.4442792, 40.4072825",mjredondo,"Representative point location of modern AlbarracÃ­n, Spain, which is thought to be associated with ancient Lobeton. The poit is based on a node derived from OpenStreetMap.",settlement-modern,"{""type"": ""Point"", ""coordinates"": [-1.4442792, 40.4072825]}",osm-location-of-albarracan,precise,associated_modern,2100,640,40.4072825,"40.4072825,-1.4442792",-1.4442792,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of modern AlbarracÃ­n,settlement-modern,246322,unlocated,Celtiberia,,1460,"settlement-modern,"
"Ã…hlfeldt, J.","-6.115434, 34.60192, -6.115434, 34.60192",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [-6.115434, 34.60192]}",dare-location,precise,representative,300,-550,34.60192,"34.60192,-6.115434",-6.115434,,CHR,"classical,hellenistic-republican,roman","-550.0,300.0",DARE Location,settlement,,fort,"Lalla Sfia, Bled Fachar",,850,"settlement,"
"Ã…hlfeldt, J.","-6.11021, 35.199807, -6.11021, 35.199807",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [-6.11021, 35.199807]}",dare-location,precise,representative,640,-750,35.199807,"35.199807,-6.11021",-6.11021,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",DARE Location,settlement,,"region, people",Barrington Atlas grid 28 D4,,1390,"settlement,"
"Ã…hlfeldt, J.","-6.821498, 34.006821, -6.821498, 34.006821",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [-6.821498, 34.006821]}",dare-location,precise,representative,640,-330,34.006821,"34.006821,-6.821498",-6.821498,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,"256,198,275,703",mountain,Jebel Musa,,970,"settlement,"
"Becker, J.","-5.4111422, 35.5599615, -5.4111422, 35.5599615",jbecker,Representative location based on OpenStreetMap,"settlement,","{""type"": ""Point"", ""coordinates"": [-5.4111422, 35.5599615]}",location-of-archaeological-area,precise,representative,640,-330,35.5599615,"35.5599615,-5.4111422",-5.4111422,,HL,"hellenistic-roman-early-empire,late-antique","-330.0,640.0",OSM location of archaeological area,settlement,,road,Ad Mercuri Â® Frigidae,,970,"settlement,"
"Ã…hlfeldt, J.","-6.490782, 34.334817, -6.490782, 34.334817",jahlfeldt,"Representative point location, site precision",fort,"{""type"": ""Point"", ""coordinates"": [-6.490782, 34.334817]}",dare-location,precise,representative,300,-30,34.334817,"34.334817,-6.490782",-6.490782,,R,roman,"-30.0,300.0",DARE Location,fort,,road,Oppidum Novum Â® Ferme Priou Â® Sidi Moussa Â® Tocolosida,,330,"fort,"
"Ã…hlfeldt, J.","-5.810419, 35.787168, -5.810419, 35.787168",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [-5.810419, 35.787168]}",dare-location,precise,representative,640,-550,35.787168,"35.787168,-5.810419",-5.810419,,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARE Location,settlement,,road,Tingi Â® Ad Mercuri,,1190,"settlement,"
"Ã…hlfeldt, J.","-5.581064, 34.038091, -5.581064, 34.038091",jahlfeldt,"Representative point location, site precision",fort,"{""type"": ""Point"", ""coordinates"": [-5.581064, 34.038091]}",dare-location,precise,representative,300,-30,34.038091,"34.038091,-5.581064",-5.581064,,R,roman,"-30.0,300.0",DARE Location,fort,,road,Tingi Â® Tamuda,,330,"fort,"
"Luc PIROUX, J., J. Becker, S. Gillies","-5.5548, 34.0725, -5.5548, 34.0725",jlpiroux,coordinates after GeoHack.,"settlement,","{""type"": ""Point"", ""coordinates"": [-5.5548, 34.0725]}",center-point-of-visible-remains-volubilis,precise,representative,640,-330,34.0725,"34.0725,-5.5548",-5.5548,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Center point of visible remains,settlement,,road,Volubilis Â® Tocolosida Â® E,,970,"settlement,"
"Ã…hlfeldt, J.","-5.915794, 35.522244, -5.915794, 35.522244",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [-5.915794, 35.522244]}",dare-location,precise,representative,640,-30,35.522244,"35.522244,-5.915794",-5.915794,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,,feature,rural settlement SW Zilil,,670,"settlement,"
"Becker, J.","-5.9153525, 35.5223317, -5.9153525, 35.5223317",jbecker,Representative location based on OpenStreetMap.,settlement,"{""type"": ""Point"", ""coordinates"": [-5.9153525, 35.5223317]}",osm-location-of-dchar-jdid-assilah,precise,representative,640,-30,35.5223317,"35.5223317,-5.9153525",-5.9153525,,RL,"roman,late-antique","-30.0,640.0",OSM location of Dchar Jdid (Assilah),settlement,,feature,rural settlement S Ain Dalia,,670,"settlement,"
"Ã…hlfeldt, J.","-2.939509, 35.292268, -2.939509, 35.292268",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [-2.939509, 35.292268]}",dare-location,precise,representative,300,-330,35.292268,"35.292268,-2.939509",-2.939509,,HR,"hellenistic-republican,roman","-330.0,300.0",DARE Location,settlement,,island,ÃŽles Habibas,,630,"settlement,"
"Ã…hlfeldt, J.","-1.448914, 35.265939, -1.448914, 35.265939",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [-1.448914, 35.265939]}",dare-location,precise,representative,640,-550,35.265939,"35.265939,-1.448914",-1.448914,,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARE Location,settlement,,villa,Trumelet,,1190,"settlement,"
"Elliott, T.","58.3659104, 29.1126024, 58.3733546, 29.1188214",thomase,"Polygon representing the perimeter of the archaeological site, derived from an OpenStreetMap way. Dates after UNESCO WHL.",settlement,"{""type"": ""Polygon"", ""coordinates"": [[[58.3708439, 29.1126024], [58.3663382, 29.1126948], [58.3659104, 29.1188214], [58.3729467, 29.117059], [58.3733546, 29.1155276], [58.3708439, 29.1126024]]]}",osm-location,precise,representative,1186,-540,29.11563312,"29.1156331155,58.3691478143",58.36914781,,AHRLCAS,"achaemenid-middle-east,hellenistic-republican,roman,late-antique,caliphate-umayyad-middle-east,abassid-middle-east,samanid-ghaznavid-iran","-540.0,1186.0",OSM Location of the Remains of Ancient BAM,settlement,,settlement,Blad Guitoun,,1726,"settlement,"
"Ã…hlfeldt, J.","2.393876, 36.380242, 2.393876, 36.380242",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [2.393876, 36.380242]}",dare-location,precise,representative,640,-30,36.380242,"36.380242,2.393876",2.393876,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,,settlement,"Damous, formerly Dupleix",,670,"settlement,"
"Ã…hlfeldt, J.","3.689949, 36.145619, 3.689949, 36.145619",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [3.689949, 36.145619]}",dare-location,precise,representative,300,-30,36.145619,"36.145619,3.689949",3.689949,,R,roman,"-30.0,300.0",DARE Location,settlement,,unknown,Cave-Hardy,,330,"settlement,"
"Ã…hlfeldt, J.","4.288262, 36.682015, 4.288262, 36.682015",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [4.288262, 36.682015]}",dare-location,precise,representative,640,-30,36.682015,"36.682015,4.288262",4.288262,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,,settlement,Dar Mendil,,670,"settlement,"
"Ã…hlfeldt, J.","1.308828, 36.50978, 1.308828, 36.50978",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [1.308828, 36.50978]}",dare-location,precise,representative,640,-330,36.50978,"36.50978,1.308828",1.308828,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,,fort,Haouch el Oudjani,,970,"settlement,"
"Ã…hlfeldt, J.","3.049726, 36.766025, 3.049726, 36.766025",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [3.049726, 36.766025]}",dare-location,precise,representative,640,-550,36.766025,"36.766025,3.049726",3.049726,,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARE Location,settlement,,quarry,Mokada Nazizi,,1190,"settlement,"
"Ã…hlfeldt, J.","2.186828, 36.607284, 2.186828, 36.607284",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [2.186828, 36.607284]}",dare-location,precise,representative,640,-550,36.607284,"36.607284,2.186828",2.186828,,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARE Location,settlement,,river,Oued el Hamiz,296720,1190,"settlement,"
"Ã…hlfeldt, J.","4.123293, 36.894871, 4.123293, 36.894871",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [4.123293, 36.894871]}",dare-location,precise,representative,640,-30,36.894871,"36.894871,4.123293",4.123293,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,,settlement,Nekmaria,,670,"settlement,"
"Ã…hlfeldt, J.","1.965443, 36.257137, 1.965443, 36.257137",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [1.965443, 36.257137]}",dare-location,precise,representative,640,-30,36.257137,"36.257137,1.965443",1.965443,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,,settlement,Tikoubaine,,670,"settlement,"
"Ã…hlfeldt, J.","0.26658, 36.025896, 0.26658, 36.025896",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [0.26658, 36.025896]}",dare-location,precise,representative,640,-30,36.025896,"36.025896,0.26658",0.26658,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,,mountain,Zaccar,,670,"settlement,"
"Ã…hlfeldt, J.","3.421825, 36.136435, 3.421825, 36.136435",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [3.421825, 36.136435]}",dare-location,precise,representative,640,-30,36.136435,"36.136435,3.421825",3.421825,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,,settlement,Sidi ben Thiour,,670,"settlement,"
"Ã…hlfeldt, J.","3.244319, 36.789704, 3.244319, 36.789704",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [3.244319, 36.789704]}",dare-location,precise,representative,640,-330,36.789704,"36.789704,3.244319",3.244319,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,,villa,Zaouia de Sidi-Moussa,,970,"settlement,"
"Ã…hlfeldt, J.","3.906969, 36.909102, 3.906969, 36.909102",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [3.906969, 36.909102]}",dare-location,precise,representative,640,-330,36.909102,"36.909102,3.906969",3.906969,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,,region,Helmand basin AFG/IRN,,970,"settlement,"
"Ã…hlfeldt, J.","2.511476, 36.192569, 2.511476, 36.192569",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [2.511476, 36.192569]}",dare-location,precise,representative,640,-30,36.192569,"36.192569,2.511476",2.511476,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,,settlement,"Jumeirah, UAE",,670,"settlement,"
"Becker, J., T. Elliott","2.436903, 36.5919998, 2.4475775, 36.5972601",jbecker,Location based on OpenStreetMap,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[2.4460252, 36.5919998], [2.4412314, 36.5921867], [2.4372483, 36.5940128], [2.4370203, 36.5941593], [2.436903, 36.5943269], [2.4381441, 36.5962137], [2.4383589, 36.5964677], [2.4386062, 36.5965321], [2.4464752, 36.5972601], [2.4466791, 36.5972214], [2.4475775, 36.5964699], [2.4473575, 36.5931514], [2.4472529, 36.5930181], [2.4460252, 36.5919998]]]}",location-of-archaeological-area,precise,representative,640,-30,36.59453435,"36.5945343511,2.44289145652",2.442891457,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of archaeological area,settlement,,region,,"814,675,746,785,746,000,000,000,000,000,000,000,000",670,"settlement,"
"Ã…hlfeldt, J.","2.22619, 36.304782, 2.22619, 36.304782",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [2.22619, 36.304782]}",dare-location,precise,representative,300,-330,36.304782,"36.304782,2.22619",2.22619,,HR,"hellenistic-republican,roman","-330.0,300.0",DARE Location,settlement,,river,Tejend TKM,,630,"settlement,"
"Ã…hlfeldt, J.","5.077138, 36.328261, 5.077138, 36.328261",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [5.077138, 36.328261]}",dare-location,precise,representative,640,-30,36.328261,"36.328261,5.077138",5.077138,,RL,"roman,late-antique","-30.0,640.0",DARE Location,settlement,265799,bath,,,670,"settlement,"
"Ã…hlfeldt, J.","6.879106, 36.904592, 6.879106, 36.904592",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [6.879106, 36.904592]}",dare-location,precise,representative,640,-330,36.904592,"36.904592,6.879106",6.879106,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,,"villa, settlement-modern",,,970,"settlement,"
"Ã…hlfeldt, J.","7.430169, 36.46717, 7.430169, 36.46717",jahlfeldt,"Representative point location, site precision",settlement,"{""type"": ""Point"", ""coordinates"": [7.430169, 36.46717]}",dare-location,precise,representative,640,-330,36.46717,"36.46717,7.430169",7.430169,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,658636,theatre,,,970,"settlement,"
"Ã…hlfeldt, J.","5.439252, 36.660858, 5.439252, 36.660858",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [5.439252, 36.660858]}",dare-location,precise,representative,640,-330,36.660858,"36.660858,5.439252",5.439252,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,423025,tomb,,,970,"settlement,"
"Ã…hlfeldt, J.","6.55865, 37.007228, 6.55865, 37.007228",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [6.55865, 37.007228]}",dare-location,precise,representative,640,-330,37.007228,"37.007228,6.55865",6.55865,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,,church,,,970,"settlement,"
"Ã…hlfeldt, J.","6.612555, 36.368187, 6.612555, 36.368187",jahlfeldt,"Representative point location, village precision",settlement,"{""type"": ""Point"", ""coordinates"": [6.612555, 36.368187]}",dare-location,precise,representative,640,-330,36.368187,"36.368187,6.612555",6.612555,,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",DARE Location,settlement,214160492,settlement-modern,,,970,"settlement,"
"Becker, J.","-7.0425356, 42.8650993, -7.0425356, 42.8650993",jbecker,Representative location based on OpenStreetMap,settlement,"{""type"": ""Point"", ""coordinates"": [-7.0425356, 42.8650993]}",osm-location,precise,representative,-100,-900,42.8650993,"42.8650993,-7.0425356",-7.0425356,,C,castro-culture-iron-age-ca.-900-bc-100-bc,"-900.0,-100.0",OSM location of Castro de Santa MarÃ­a,settlement,452488,fort,,,800,"settlement,"
"Becker, J.","53.2308004, 29.195305, 53.2314003, 29.1958467",jbecker,Representative location based on OpenStreetMap.,architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[53.2311426, 29.195305], [53.2308004, 29.1954975], [53.231058, 29.1958467], [53.2314003, 29.1956543], [53.2311426, 29.195305]]]}",osm-location-of-sasan-palace,precise,representative,550,250,29.19557587,"29.1955758709,53.2311003424",53.23110034,,L,late-antiquity-in-central-asia,"250.0,550.0",OSM location of Sasan Palace,architecturalcomplex,638776,bridge,,,300,"architecturalcomplex,"
"Becker, J.","-5.7150306, 38.722883, -5.7144914, 38.7232989",jbecker,Representative location based on OpenStreetMap.,settlement,"{""type"": ""Polygon"", ""coordinates"": [[[-5.7147287, 38.722883], [-5.7149906, 38.722996], [-5.7150306, 38.7231018], [-5.7147287, 38.7232989], [-5.7146178, 38.7232917], [-5.7144914, 38.7231547], [-5.7145993, 38.7229191], [-5.7146522, 38.7229043], [-5.7147287, 38.722883]]]}",osm-location-of-hijovejo,precise,representative,300,-330,38.72309049,"38.7230904877,-5.71474859224",-5.714748592,,HR,"hellenistic-republican,roman","-330.0,300.0",OSM location of Hijovejo,settlement,,settlement,,,630,"settlement,"
"Becker, J., T. Elliott","18.382451, 40.092073, 18.382451, 40.092073","jbecker, thomase",Identified in Google Earth at an eye height of 400m after maps and plans in Mastronuzzi 2018 (imagery dating to 2017 and thereafter; not clearly visible earlier). Dates also after Mastronuzzi.,fort,"{""type"": ""Point"", ""coordinates"": [18.382451, 40.092073]}",imagery-location-of-the-tower-of-giuggianello,precise,representative,-30,-330,40.092073,"40.092073,18.382451",18.382451,,H,hellenistic-republican,"-330.0,-30.0",Imagery Location of the Tower of Giuggianello,fort,,"settlement, production, villa",,,300,"fort,"
"Becker, J.","5.6240048, 45.3334775, 5.6240048, 45.3334775",jbecker,Representative location based on OpenStreetMap.,"settlement,","{""type"": ""Point"", ""coordinates"": [5.6240048, 45.3334775]}",osm-location,precise,representative,300,-30,45.3334775,"45.3334775,5.6240048",5.6240048,,R,roman,"-30.0,300.0",OSM location of archaeological site,settlement,"423,025,158,081,395",theatre,,,330,"settlement,"
"Becker, J.","5.1324053, 45.0672206, 5.1324053, 45.0672206",jbecker,Location based on OpenStreetMap,settlement-modern,"{""type"": ""Point"", ""coordinates"": [5.1324053, 45.0672206]}",osm-location,precise,associated_modern,300,-30,45.0672206,"45.0672206,5.1324053",5.1324053,,R,roman,"-30.0,300.0",OSM location of Saint-Paul-lÃ¨s-Romans,settlement-modern,"423,025,695,491,849",church,,,330,"settlement-modern,"
"Becker, J.","36.2245497, 36.4264635, 36.2253042, 36.4271495",jbecker,Location based on OpenStreetMap,"fort,","{""type"": ""Polygon"", ""coordinates"": [[[36.2247458, 36.4264635], [36.2246179, 36.426515], [36.2245497, 36.4269677], [36.2247117, 36.4271118], [36.2249675, 36.4271495], [36.2251636, 36.4270912], [36.2252872, 36.4269917], [36.2253042, 36.4268031], [36.2250655, 36.4265012], [36.2247458, 36.4264635]]]}",osm-location-of-bagras-castle,precise,representative,1453,640,36.42681327,"36.4268132652,36.2249098853",36.22490989,,M,mediaeval-byzantine,"640.0,1453.0",OSM location of Bagras Castle,fort,423025,church,,,813,"fort,"
"Novotny, J.","36.927509, 37.5812744, 36.927509, 37.5812744",jnovotny,"Location based on OpenStreetMap. The estimated, representative centerpoint is based on the OpenStreetMap location of MaraÅŸ (Akkadian Maraqasi), the capital of Gurgum.",region,"{""type"": ""Point"", ""coordinates"": [36.927509, 37.5812744]}",kahramanmaraa,precise,"representative,associated_modern",-500,-1200,37.5812744,"37.5812744,36.927509",36.927509,"ANE, Assyrian",EENM,"early-iron-age-anatolia,early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east,middle-late-iron-age-anatolia","-1200.0,-500.0",Representative centerpoint of Gurgum,region,,"settlement, settlement-modern",,,700,"region,"
"Novotny, J.","36.927509, 37.5812744, 36.927509, 37.5812744",jnovotny,"Location based on OpenStreetMap. The estimated, representative centerpoint is based on the OpenStreetMap location of MaraÅŸ (Akkadian Maraqasi), the capital of Gurgum.",province-2,"{""type"": ""Point"", ""coordinates"": [36.927509, 37.5812744]}",kahramanmaras,precise,"representative,central_point,associated_modern",-540,-720,37.5812744,"37.5812744,36.927509",36.927509,"ANE, Assyrian",N,neo-assyrian-babylonian-middle-east,"-720.0,-540.0",Representative centerpoint of Gurgum,province-2,570182,plaza,,,180,"province-2,"
"Novotny, J.","34.572513, 37.82365, 34.572513, 37.82365",jnovotny,Representative point of Tabal is based on the Helsinki Atlas.,region,"{""type"": ""Point"", ""coordinates"": [34.572513, 37.82365]}",representative-location-of-tabal,precise,representative,-540,-720,37.82365,"37.82365,34.572513",34.572513,"ANE, Assyrian",N,neo-assyrian-babylonian-middle-east,"-720.0,-540.0",Representative location of Tabal ,region,59844,plateau,,"26,619,248,820,924,700",180,"region,"
"Becker, J.","13.466667, 41.65, 13.466667, 41.65",jbecker,verified in Google Earth 2012,"settlement,","{""type"": ""Point"", ""coordinates"": [13.466667, 41.65]}",location-of-boville-ernica,precise,representative,640,-750,41.65,"41.65,13.466667",13.466667,,ACHRL,"archaic,classical,hellenistic-republican,roman,late-antique","-750.0,640.0",location of Boville Ernica,settlement,236405,arch,,,1390,"settlement,"
